num_skills,required_skill_count,skills_matching,years_of_experience,experience_gap,education_duration_years,degree_level,num_certifications,num_languages,num_companies,num_responsibilities,job_responsibility_count,education_match,age_requirement_met,matched_score
4,1,0,17,17,0,1,0,0,4,1,1,1,1,0.6933333
13,1,0,7,4,2,1,0,0,1,1,1,1,0,0.65
7,1,0,8,5,2,1,0,0,1,1,1,1,0,0.62666667
11,1,0,6,4,0,1,0,0,1,1,1,1,1,0.76
6,1,0,7,-8,0,1,0,0,1,1,1,1,1,0.35
9,1,0,6,1,0,0,0,0,1,1,1,0,0,0.68333334
12,1,0,14,12,13,2,0,0,5,1,1,1,1,0.71666664
20,0,0,12,12,0,2,0,0,7,1,1,1,1,0.71666664
39,1,0,19,18,0,0,0,0,3,1,1,0,1,0.85
60,1,0,15,10,0,0,0,0,3,1,1,0,1,0.77666664
36,1,0,7,5,0,0,0,0,3,1,1,1,1,0.85
0,1,0,11,6,0,1,0,0,6,1,1,1,1,0.81666666
15,1,0,7,6,2,0,0,0,1,1,1,1,1,0.47333333
10,1,0,8,3,2,0,0,0,1,1,1,1,0,0.65
9,1,0,6,1,0,1,0,0,1,1,1,1,1,0.77
10,0,0,7,2,0,2,0,0,1,1,1,1,0,0.85
10,1,0,5,3,0,1,0,0,2,1,1,1,1,0.82666665
36,1,0,13,8,0,1,0,2,5,1,1,1,1,0.8833333
18,1,0,6,4,2,0,2,0,1,1,1,1,1,0.81666666
12,1,0,15,0,0,0,0,0,9,1,1,0,1,0.85
10,1,0,7,2,0,0,0,0,1,1,1,1,1,0.68333334
17,1,0,15,0,3,1,0,0,5,1,1,1,1,0.78333336
16,1,0,6,5,0,0,0,0,1,1,1,0,1,0.45
6,0,0,7,6,0,1,0,0,1,1,1,1,0,0.85
51,1,0,14,14,0,1,0,0,8,1,1,1,1,0.85
11,0,0,7,4,0,1,0,0,1,1,1,1,1,0.65
11,1,0,6,1,2,1,0,0,1,1,1,1,1,0.35
13,0,0,19,19,0,0,0,0,3,1,1,1,1,0.78333336
11,1,0,7,4,0,1,0,0,1,1,1,1,0,0.85
7,1,0,7,3,0,0,0,0,2,1,1,1,0,0.65
20,0,0,15,12,0,0,0,0,4,1,1,1,1,0.65
10,1,0,6,3,0,1,0,0,1,1,1,1,1,0.65
14,0,0,7,2,0,1,0,0,1,1,1,0,0,0.85
18,1,0,14,14,0,2,0,1,3,1,1,1,1,0.65
6,1,0,14,13,1,2,0,2,5,1,1,0,0,0.75
20,0,0,10,5,0,1,0,0,5,1,1,1,0,0.35
16,1,0,6,1,0,1,0,0,2,1,1,1,1,0.65
40,1,0,12,11,0,2,0,0,3,1,1,1,0,0.75
10,1,0,0,-5,2,2,0,0,0,1,1,1,0,0.5833333
60,1,0,15,0,0,0,0,0,3,1,1,0,1,0.85
0,0,0,8,5,2,0,0,0,2,1,1,1,1,0.65
32,1,0,8,7,0,1,0,0,2,1,1,0,0,0.78333336
6,1,0,6,5,0,1,0,0,1,1,1,0,0,0.55333334
9,1,0,7,4,0,1,0,0,1,1,1,1,0,0.65
17,1,0,7,4,2,0,0,0,1,1,1,1,0,0.65
12,1,0,10,5,0,1,0,0,8,1,1,1,1,0.78333336
11,1,0,8,6,0,0,0,0,1,1,1,0,1,0.35
6,1,0,7,6,0,0,0,0,1,1,1,1,0,0.68333334
20,1,0,12,7,0,2,0,0,7,1,1,1,1,0.6
13,1,0,6,6,0,1,0,0,1,1,1,1,1,0.65
27,1,0,15,14,0,1,0,0,2,1,1,1,1,0.56333333
4,1,0,14,10,0,1,0,0,4,1,1,1,0,0.6333333
12,1,0,7,6,0,1,0,0,1,1,1,1,1,0.48666668
27,1,0,10,7,0,1,0,0,3,1,1,1,0,0.85
62,1,0,12,12,0,0,0,0,6,1,1,0,1,0.75
46,1,0,20,19,21,2,0,0,6,1,1,1,1,0.78333336
20,1,0,15,14,0,0,0,0,4,1,1,1,0,0.78333336
8,1,0,8,7,3,1,0,0,1,1,1,1,1,0.35
34,0,0,9,6,0,0,2,0,0,1,1,1,1,0.78333336
17,1,0,7,7,3,0,0,0,1,1,1,0,0,0.78333336
20,1,0,6,2,0,1,0,0,1,1,1,1,0,0.6433333
11,1,0,7,4,0,1,0,0,3,1,1,1,0,0.75
16,1,0,7,5,0,1,0,0,1,1,1,1,1,0.79333335
13,1,0,20,20,0,1,0,0,3,1,1,1,1,0.68333334
5,1,0,11,9,0,1,0,1,3,1,1,1,0,0.71666664
15,0,0,16,13,4,0,0,0,3,1,1,0,0,0.81666666
12,1,0,7,2,2,1,0,0,1,1,1,1,0,0.65
13,1,0,7,2,2,1,0,0,1,1,1,1,1,0.65
27,0,0,12,9,10,2,0,3,6,1,1,1,0,0.85
4,1,0,15,14,0,1,0,0,5,1,1,0,0,0.75
12,1,0,7,7,0,1,0,0,1,1,1,1,1,0.5566667
8,1,0,0,-3,0,1,0,0,0,1,1,1,1,0.6933333
11,1,0,10,5,7,3,0,0,5,1,1,1,0,0.75
17,1,0,10,10,3,2,3,0,3,1,1,1,1,0.5
16,1,0,6,5,0,0,0,0,1,1,1,0,1,0.49333334
14,1,0,26,21,3,0,0,0,3,1,1,1,1,0.71666664
8,1,0,7,-8,0,1,0,0,1,1,1,1,1,0.65
6,1,0,4,1,2,0,0,0,2,1,1,1,1,0.85
11,0,0,8,3,0,1,0,0,1,1,1,0,0,0.75
8,1,0,0,-5,0,1,0,0,0,1,1,1,1,0.35
39,1,0,14,14,27,1,0,0,5,1,1,1,1,0.85
15,1,0,11,8,11,0,0,0,5,1,1,1,1,0.85
15,1,0,7,-8,0,1,3,0,1,1,1,1,1,0.34666666
10,1,0,7,4,2,1,0,0,1,1,1,1,1,0.85
47,1,0,14,10,0,0,0,0,4,1,1,0,0,0.21666667
38,0,0,32,29,0,0,0,0,4,1,1,1,1,0.65
14,1,0,6,2,0,1,1,0,1,1,1,1,0,0.65
13,1,0,7,6,0,1,0,0,2,1,1,1,1,0.68333334
18,1,0,7,4,0,1,0,0,1,1,1,1,1,0.82666665
55,1,0,17,14,0,0,0,0,4,1,1,1,1,0.85
6,1,0,8,7,0,1,0,1,2,1,1,0,0,0.58666664
16,1,0,6,6,0,0,0,0,1,1,1,0,1,0.54333335
5,1,0,7,2,0,1,0,0,2,1,1,1,1,0.71666664
38,1,0,0,-4,0,0,0,0,3,1,1,0,0,0.85
25,1,0,20,19,3,0,0,0,5,1,1,0,1,0.41666666
11,1,0,8,8,0,0,0,0,1,1,1,0,1,0.41666666
13,0,0,7,4,0,1,0,0,1,1,1,1,1,0.65
12,0,0,26,25,0,1,0,0,2,1,1,1,0,0.78333336
10,1,0,4,-1,0,0,0,0,3,1,1,0,1,0.35
11,1,0,7,2,2,1,0,0,1,1,1,1,1,0.45
56,1,0,0,-1,0,0,0,0,7,1,1,1,1,0.34
14,1,0,7,3,0,1,0,0,1,1,1,1,0,0.65
40,1,0,12,12,0,2,0,0,3,1,1,1,1,0.65
48,1,0,12,12,0,0,0,0,6,1,1,0,0,0.85
12,1,0,10,9,3,2,0,0,3,1,1,1,1,0.6066667
6,1,0,0,-1,0,1,0,0,0,1,1,1,1,0.71666664
8,1,0,0,-1,0,1,0,0,0,1,1,1,0,0.41666666
9,0,0,6,1,0,1,0,0,1,1,1,1,0,0.68333334
51,1,0,11,10,0,2,0,0,3,1,1,1,1,0.41666666
11,1,0,7,7,2,1,0,0,1,1,1,1,1,0.85
17,1,0,7,5,2,0,0,0,1,1,1,1,1,0.35
66,1,0,17,13,0,0,0,0,4,1,1,1,0,0.7266667
34,1,0,13,9,0,1,0,0,7,1,1,1,0,0.75
60,0,0,15,12,0,0,0,0,3,1,1,0,0,0.5833333
10,1,0,5,4,0,1,0,0,3,1,1,0,0,0.68333334
4,1,0,14,12,0,1,0,0,4,1,1,1,1,0.35
9,1,0,6,5,0,0,0,0,1,1,1,0,1,0.38333333
56,1,0,20,15,20,2,0,0,4,1,1,1,1,0.6
9,0,0,6,5,0,1,0,0,1,1,1,1,0,0.68333334
7,1,0,7,3,0,1,0,0,1,1,1,1,0,0.68333334
12,1,0,10,9,3,2,0,0,3,1,1,0,0,0.56666666
7,1,0,6,1,0,1,0,0,1,1,1,1,1,0.28333333
35,0,0,14,11,0,2,0,0,2,1,1,1,1,0.68333334
90,0,0,23,20,8,2,0,3,4,1,1,1,0,0.46
31,1,0,19,17,5,1,0,0,3,1,1,1,0,0.78333336
33,1,0,14,13,10,2,0,0,3,1,1,1,1,0.85
21,1,0,12,12,0,2,0,0,4,1,1,1,1,0.85
11,0,0,7,6,0,1,0,0,1,1,1,1,0,0.85
55,1,0,17,12,0,0,0,0,4,1,1,1,1,0.65
6,1,0,8,3,0,0,0,0,2,1,1,1,1,0.45
62,1,0,13,8,0,2,0,3,4,1,1,1,1,0.85
8,1,0,6,5,2,2,0,0,1,1,1,1,1,0.48666668
35,1,0,17,15,8,0,0,0,4,1,1,1,1,0.65
34,1,0,9,6,0,0,2,0,0,1,1,1,0,0.68333334
15,1,0,7,6,2,0,0,0,1,1,1,0,1,0.28333333
13,1,0,7,2,0,1,0,0,1,1,1,1,1,0.71666664
4,0,0,14,11,0,1,0,0,4,1,1,1,0,0.51666665
14,1,0,8,6,0,1,0,0,1,1,1,0,0,0.65
18,1,0,14,11,0,2,0,1,3,1,1,1,0,0.65
11,1,0,8,3,0,1,0,0,1,1,1,1,1,0.35
47,1,0,14,14,0,0,0,0,4,1,1,0,1,0.6166667
6,0,0,0,-3,0,1,0,0,0,1,1,1,1,0.85
51,1,0,10,9,21,0,1,0,3,1,1,0,1,0.44
10,1,0,6,4,4,1,0,1,3,1,1,1,0,0.85
13,1,0,20,19,0,1,0,0,3,1,1,1,0,0.40666667
38,1,0,23,18,0,0,0,0,7,1,1,0,1,0.75
14,1,0,7,6,0,1,0,0,1,1,1,1,1,0.85
11,1,0,7,2,2,1,0,0,1,1,1,1,1,0.6933333
21,1,0,8,7,4,2,0,2,6,1,1,0,1,0.75
39,1,0,10,9,0,2,0,2,3,1,1,1,1,0.41666666
6,1,0,12,11,0,1,0,0,4,1,1,0,1,0.55
10,1,0,7,4,0,0,0,0,1,1,1,1,0,0.65
9,1,0,6,5,0,0,0,0,1,1,1,0,1,0.79333335
15,1,0,12,-3,0,0,0,0,3,1,1,0,1,0.77
11,1,0,7,2,0,1,0,0,3,1,1,1,1,0.82666665
10,1,0,6,1,0,1,0,0,3,1,1,1,1,0.35
46,1,0,20,18,21,2,0,0,6,1,1,1,0,0.81666666
13,1,0,19,14,0,1,1,0,4,1,1,1,1,0.65
9,0,0,8,5,2,1,0,0,1,1,1,1,1,0.65
7,0,0,12,7,0,0,0,0,3,1,1,1,0,0.85
30,1,0,11,10,0,1,0,0,4,1,1,1,1,0.38333333
9,1,0,7,3,0,1,0,0,1,1,1,1,0,0.75
10,1,0,7,2,2,1,0,0,1,1,1,1,1,0.65
26,1,0,11,9,0,0,0,0,4,1,1,0,0,0.75
10,1,0,6,5,0,1,0,0,1,1,1,1,1,0.65
6,1,0,7,5,0,1,0,0,2,1,1,1,1,0.68333334
14,1,0,7,7,0,1,0,0,1,1,1,1,1,0.61
13,1,0,11,6,0,0,0,0,6,1,1,0,1,0.76
8,1,0,0,-5,0,1,0,0,0,1,1,1,1,0.14666666
32,0,0,12,9,5,2,0,0,3,1,1,1,0,0.85
21,0,0,0,-3,0,1,0,0,1,1,1,1,1,0.75
13,1,0,11,9,0,0,0,0,6,1,1,1,1,0.78333336
14,0,0,7,4,0,1,0,0,1,1,1,1,1,0.65
10,1,0,7,2,3,2,0,0,1,1,1,1,1,0.65
61,0,0,7,4,0,1,0,0,6,1,1,1,1,0.85
8,0,0,7,2,0,1,0,0,1,1,1,0,0,0.81666666
61,1,0,7,2,0,1,0,0,6,1,1,0,1,0.85
7,1,0,12,7,0,0,0,0,3,1,1,1,1,0.76
6,1,0,7,-8,0,1,0,0,2,1,1,1,1,0.5833333
13,0,0,20,20,0,1,0,0,3,1,1,1,1,0.25
23,1,0,26,23,4,0,0,0,2,1,1,1,1,0.81666666
13,1,0,7,6,2,1,0,0,1,1,1,1,1,0.85
35,0,0,17,14,8,0,0,0,4,1,1,1,1,0.65
36,1,0,13,10,0,1,0,2,5,1,1,1,1,0.5833333
29,1,0,15,13,4,0,0,0,4,1,1,1,1,0.75
15,1,0,7,2,0,0,0,0,1,1,1,0,1,0.65
4,0,0,16,13,0,1,0,0,3,1,1,1,0,0.71666664
9,1,0,26,25,0,1,0,0,3,1,1,0,0,0.68333334
7,1,0,7,4,0,0,0,0,2,1,1,1,0,0.75
28,1,0,8,3,4,0,0,0,3,1,1,1,1,0.71666664
17,1,0,7,-8,2,0,0,0,1,1,1,1,1,0.35
62,1,0,13,12,0,2,0,3,4,1,1,1,1,0.50333333
8,0,0,7,6,0,1,0,0,1,1,1,1,0,0.65
35,1,0,10,5,0,2,0,0,3,1,1,1,1,0.85
18,1,0,8,6,2,2,0,0,1,1,1,1,1,0.81666666
13,0,0,7,4,2,1,0,0,1,1,1,1,1,0.65
38,1,0,12,10,12,2,0,0,5,1,1,0,0,0.85
13,1,0,7,2,0,0,0,0,1,1,1,1,1,0.36666667
27,1,0,12,7,0,1,0,0,4,1,1,0,1,0.683333
8,1,0,21,21,0,1,0,0,7,1,1,1,1,0.62
51,1,0,11,9,0,2,0,0,3,1,1,1,0,0.68333334
6,1,0,8,6,0,0,0,0,2,1,1,1,1,0.78333336
61,1,0,12,11,0,2,1,0,8,1,1,1,1,0.65
0,1,0,8,7,2,0,0,0,2,1,1,1,1,0.38333333
25,1,0,7,2,0,1,0,0,2,1,1,1,1,0.35
8,1,0,21,21,0,1,0,0,7,1,1,1,0,0.68333334
14,1,0,7,2,0,1,1,0,1,1,1,1,1,0.35
16,1,0,6,6,0,1,0,0,2,1,1,1,0,0.85
46,1,0,20,15,21,2,0,0,6,1,1,1,1,0.85
27,1,0,15,14,0,1,0,0,7,1,1,1,0,0.55
27,0,0,15,10,0,1,0,0,7,1,1,1,0,0.75
11,0,0,7,7,0,1,0,0,2,1,1,1,1,0.71666664
16,1,0,7,6,0,1,0,0,1,1,1,1,1,0.78333336
7,1,0,13,12,0,3,0,2,3,1,1,1,0,0.65
12,1,0,8,7,0,1,0,0,1,1,1,1,0,0.61333334
11,1,0,8,6,0,1,0,0,1,1,1,1,1,0.35
16,1,0,8,7,4,0,0,3,3,1,1,1,1,0.35
14,1,0,26,11,3,0,0,0,3,1,1,0,1,0.6166667
34,1,0,11,6,3,2,0,0,9,1,1,1,1,0.85
26,1,0,13,8,0,1,0,0,4,1,1,1,1,0.78333336
10,1,0,0,-1,2,2,0,0,0,1,1,1,1,0.38333333
4,1,0,16,12,0,1,0,0,3,1,1,1,0,0.76
33,1,0,11,10,9,2,0,0,7,1,1,1,1,0.66
82,1,0,13,9,30,0,0,0,8,1,1,0,0,0.68333334
10,1,0,6,1,0,1,0,0,1,1,1,1,1,0.38333333
7,1,0,6,1,2,0,1,0,1,1,1,0,1,0.85
12,1,0,6,5,0,1,1,0,1,1,1,1,1,0.76
17,1,0,7,2,3,0,0,0,1,1,1,0,1,0.4
55,1,0,17,15,0,0,0,0,4,1,1,1,0,0.65
26,1,0,13,9,0,1,0,0,4,1,1,1,0,0.54333335
12,1,0,15,13,0,0,0,0,9,1,1,0,1,0.23333333
10,0,0,5,2,2,2,0,0,1,1,1,1,0,0.85
10,1,0,7,7,0,0,0,0,1,1,1,1,1,0.5833333
11,1,0,8,5,0,0,0,0,1,1,1,0,1,0.65
10,1,0,7,2,2,1,0,0,1,1,1,1,0,0.71666664
144,0,0,25,25,0,0,0,0,6,1,1,1,1,0.85
9,1,0,8,3,2,1,0,0,1,1,1,1,0,0.65
11,1,0,8,3,0,1,0,0,1,1,1,1,0,0.65
4,1,0,14,14,0,1,0,0,4,1,1,1,1,0.5833333
16,1,0,6,3,0,1,0,0,1,1,1,1,0,0.62
31,0,0,19,19,5,1,0,0,3,1,1,1,1,0.62666667
21,1,0,7,6,0,1,0,0,1,1,1,1,1,0.5833333
6,1,0,7,6,0,1,0,0,2,1,1,1,1,0.51666665
12,0,0,8,3,0,1,0,0,1,1,1,0,0,0.75
9,0,0,26,23,0,1,0,0,3,1,1,1,0,0.75
8,1,0,9,8,0,0,0,0,4,1,1,0,0,0.65
18,1,0,6,1,2,1,0,0,1,1,1,1,1,0.76
8,1,0,21,19,0,1,0,0,7,1,1,1,1,0.6
25,1,0,20,15,3,0,0,0,5,1,1,0,1,0.53333336
13,1,0,6,3,0,0,0,0,1,1,1,1,0,0.65
13,1,0,7,7,0,0,0,0,1,1,1,1,1,0.51666665
70,1,0,8,3,14,2,0,0,9,1,1,1,1,0.76
62,0,0,12,9,0,0,0,0,6,1,1,0,1,0.35
14,0,0,7,7,0,1,1,0,1,1,1,1,1,0.85
16,1,0,6,2,0,1,0,0,1,1,1,1,0,0.6
8,1,0,7,6,0,1,0,0,1,1,1,1,1,0.6933333
45,1,0,11,6,0,2,0,2,3,1,1,1,1,0.5733333
51,1,0,19,14,0,1,0,0,2,1,1,1,1,0.68333334
12,1,0,6,1,0,1,0,0,1,1,1,1,1,0.65
7,1,0,6,5,0,1,0,0,1,1,1,1,1,0.35
11,0,0,10,10,7,3,0,0,5,1,1,1,1,0.85
4,0,0,14,9,0,1,0,0,4,1,1,1,0,0.35
14,1,0,7,4,0,1,0,0,1,1,1,1,0,0.68333334
15,1,0,12,12,2,0,0,0,3,1,1,1,1,0.85
11,1,0,7,2,0,1,0,0,2,1,1,1,1,0.51666665
34,0,0,16,13,0,0,0,0,6,1,1,1,1,0.78333336
12,0,0,15,12,0,2,0,0,5,1,1,1,0,0.85
12,0,0,7,6,0,1,0,0,2,1,1,1,0,0.71666664
50,1,0,12,11,0,2,1,0,4,1,1,0,0,0.44
14,1,0,7,2,0,1,0,0,1,1,1,1,1,0.45
18,1,0,8,7,2,2,0,0,1,1,1,1,0,0.56333333
62,1,0,13,8,0,2,0,3,4,1,1,1,1,0.85
21,1,0,7,6,0,1,0,0,1,1,1,1,1,0.85
32,1,0,20,19,0,0,0,0,4,1,1,0,0,0.49333334
10,0,0,6,1,0,1,0,0,1,1,1,0,0,0.85
11,1,0,8,5,0,1,0,0,1,1,1,1,1,0.85
10,1,0,22,17,7,2,0,0,3,1,1,1,1,0.78333336
10,1,0,7,3,0,0,0,0,1,1,1,1,0,0.65
36,1,0,7,6,0,0,0,0,3,1,1,1,0,0.68333334
12,1,0,7,5,0,1,0,0,1,1,1,1,0,0.65
13,1,0,7,3,0,0,0,0,1,1,1,1,0,0.85
23,1,0,26,22,4,0,0,0,2,1,1,1,0,0.85
21,1,0,8,6,4,2,0,2,6,1,1,0,0,0.85
113,1,1,13,13,7,0,0,0,3,1,1,1,1,0.88
11,1,0,8,6,0,1,0,0,1,1,1,1,1,0.81666666
6,1,0,7,7,0,1,0,0,1,1,1,1,1,0.51666665
17,1,0,20,18,0,1,0,0,2,1,1,0,0,0.85
9,1,0,7,6,0,1,0,0,1,1,1,1,1,0.25
7,0,0,0,-3,0,1,0,0,2,1,1,1,0,0.94
51,1,0,19,14,0,1,0,0,2,1,1,1,1,0.78333336
10,1,0,22,22,7,2,0,0,3,1,1,1,1,0.65
10,1,0,6,1,0,1,0,0,3,1,1,1,1,0.85
9,1,0,6,3,0,0,0,0,1,1,1,0,0,0.68333334
15,1,0,16,14,4,0,0,0,3,1,1,1,1,0.5833333
13,1,0,7,6,3,1,1,0,1,1,1,1,0,0.56
4,1,0,16,11,0,1,0,0,3,1,1,1,0,0.45
12,0,0,7,7,0,1,0,0,1,1,1,1,1,0.85
10,0,0,0,-5,2,2,0,0,0,1,1,1,0,0.68333334
10,1,0,6,4,0,1,0,0,1,1,1,1,1,0.45
11,1,0,7,-8,0,1,0,0,2,1,1,1,1,0.55
8,1,0,8,4,3,1,0,0,1,1,1,1,0,0.85
0,1,0,11,6,0,1,0,0,6,1,1,1,1,0.85
13,1,0,30,28,0,0,0,0,4,1,1,1,1,0.35
12,1,0,14,11,13,2,0,0,5,1,1,1,0,0.78333336
13,1,0,7,4,0,1,0,0,1,1,1,1,1,0.65
6,0,0,8,8,0,0,0,0,2,1,1,1,1,0.85
8,1,0,7,2,0,1,0,0,1,1,1,1,1,0.7266667
6,1,0,12,9,0,1,0,0,4,1,1,0,0,0.71666664
6,1,0,7,4,0,1,0,0,1,1,1,1,1,0.85
16,1,0,7,3,0,1,0,0,1,1,1,1,0,0.81666666
91,1,0,10,9,0,2,0,0,3,1,1,1,0,0.85
11,0,0,7,7,0,1,0,0,3,1,1,1,1,0.85
15,1,0,12,7,2,0,0,0,3,1,1,1,1,0.6
8,0,0,11,11,0,1,0,0,3,1,1,1,1,0.38333333
7,1,0,0,-5,0,1,0,0,2,1,1,1,1,0.65
13,1,0,6,5,2,2,0,0,2,1,1,1,1,0.35
9,0,0,6,3,0,1,0,0,1,1,1,1,1,0.79333335
70,1,0,8,4,14,2,0,0,9,1,1,1,0,0.75
6,1,0,12,10,0,1,0,0,4,1,1,0,0,0.65
6,1,0,7,6,0,1,0,0,1,1,1,1,1,0.35
13,1,0,19,14,0,0,0,0,3,1,1,0,1,0.85
33,1,0,14,14,10,2,0,0,3,1,1,1,0,0.81666666
48,1,0,17,16,0,0,0,0,4,1,1,1,1,0.18333334
5,1,0,11,9,0,1,0,1,3,1,1,1,1,0.5833333
16,1,0,8,4,11,2,0,0,3,1,1,1,0,0.75
113,1,0,13,11,7,0,0,0,3,1,1,1,1,0.5133333
38,1,0,32,31,0,0,0,0,4,1,1,0,0,0.35
61,1,0,12,11,0,1,0,0,5,1,1,1,0,0.45
51,1,0,19,16,0,1,0,0,2,1,1,1,0,0.85
39,1,0,14,11,27,1,0,0,5,1,1,1,1,0.85
21,1,0,7,2,0,1,0,0,1,1,1,1,1,0.76
45,1,0,15,10,6,2,0,0,6,1,1,0,1,0.85
25,0,0,20,17,3,0,0,0,5,1,1,0,0,0.35
9,1,0,7,6,0,0,0,0,1,1,1,1,1,0.45
16,1,0,6,1,2,0,0,0,1,1,1,1,1,0.3
7,1,0,12,7,0,0,0,0,3,1,1,1,1,0.68333334
10,0,0,7,4,0,0,0,0,1,1,1,1,0,0.85
27,1,0,12,7,10,2,0,3,6,1,1,1,1,0.37333333
16,1,0,6,6,2,0,0,0,1,1,1,1,0,0.85
12,1,0,10,5,3,2,0,0,3,1,1,1,0,0.65
51,1,0,14,13,0,1,0,0,8,1,1,1,0,0.85
52,1,0,13,8,0,1,0,1,3,1,1,1,1,0.78333336
13,0,0,11,8,0,1,0,0,2,1,1,1,0,0.85
8,1,0,11,7,0,1,0,0,3,1,1,1,0,0.45
16,1,0,6,1,0,0,0,0,1,1,1,0,1,0.7366667
11,1,0,7,3,0,1,0,0,1,1,1,1,0,0.65
12,1,0,15,14,0,0,0,0,9,1,1,0,1,0.78333336
9,1,0,7,6,0,1,0,0,1,1,1,1,1,0.47333333
29,1,0,18,13,0,1,0,0,4,1,1,1,1,0.81666666
10,0,0,7,2,0,0,0,0,1,1,1,0,0,0.7266667
17,1,0,7,6,2,0,0,0,1,1,1,1,1,0.65
12,1,0,14,14,13,2,0,0,5,1,1,1,0,0.85
13,1,0,7,5,2,1,0,0,1,1,1,1,1,0.65
13,0,0,12,9,19,1,0,0,6,1,1,1,0,0.85
14,1,0,8,6,0,1,0,0,1,1,1,1,1,0.35
4,0,0,15,14,0,1,0,0,5,1,1,0,0,0.45
6,1,0,7,2,0,0,0,0,1,1,1,1,1,0.35
18,1,0,14,14,23,0,0,0,3,1,1,0,0,0.61333334
10,1,0,6,3,0,1,0,0,3,1,1,1,1,0.85
12,1,0,7,5,2,1,0,0,1,1,1,1,1,0.85
45,0,0,15,12,6,2,0,0,6,1,1,0,0,0.51666665
13,1,0,7,2,2,1,0,0,1,1,1,1,1,0.65
12,1,0,14,9,13,2,0,0,5,1,1,1,1,0.85
12,1,0,7,5,0,1,2,0,1,1,1,0,0,0.6
39,1,0,10,10,0,2,0,2,3,1,1,1,1,0.68333334
51,0,0,19,16,0,1,0,0,2,1,1,1,0,0.85
19,0,0,7,4,0,1,0,0,1,1,1,1,0,0.65
10,0,0,6,3,0,1,0,0,3,1,1,1,0,0.85
36,1,0,9,7,0,2,0,0,2,1,1,1,0,0.71666664
12,0,0,7,2,0,1,2,0,1,1,1,0,0,0.85
8,1,0,7,6,0,1,0,0,1,1,1,1,0,0.5733333
21,1,0,7,-8,0,1,0,0,1,1,1,1,1,0.65
32,1,0,20,19,0,0,0,0,4,1,1,0,0,0.34
32,0,0,8,7,0,1,0,0,2,1,1,1,0,0.85
8,0,0,6,1,2,2,0,0,1,1,1,0,0,0.75
25,1,0,20,19,3,0,0,0,5,1,1,0,1,0.65
4,1,0,12,11,2,2,0,0,9,1,1,1,1,0.55
62,0,0,12,12,0,0,0,0,6,1,1,0,1,0.41666666
10,0,0,12,11,0,1,0,0,6,1,1,1,0,0.85
14,1,0,8,3,0,1,0,0,1,1,1,1,1,0.68333334
17,1,0,20,19,0,1,0,0,2,1,1,1,1,0.85
18,1,0,8,3,2,2,0,0,1,1,1,1,1,0.65
14,0,0,10,10,0,2,2,0,4,1,1,1,1,0.53333336
40,1,0,12,12,0,2,0,0,3,1,1,1,0,0.55
29,1,0,11,6,0,1,0,0,2,1,1,1,0,0.55
32,1,0,10,10,0,1,0,0,5,1,1,1,0,0.68333334
16,1,0,12,11,0,1,0,0,3,1,1,1,1,0.77
51,1,0,14,9,0,1,0,0,8,1,1,1,1,0.85
15,0,0,7,2,0,1,3,0,1,1,1,1,0,0.85
6,0,0,4,1,2,0,0,0,2,1,1,1,0,0.85
90,1,0,23,18,8,2,0,3,4,1,1,1,1,0.35
23,1,0,26,26,4,0,0,0,2,1,1,1,1,0.64666665
8,1,0,21,16,0,1,0,0,7,1,1,0,1,0.5
11,0,0,6,5,0,1,0,0,2,1,1,1,0,0.75
32,1,0,20,15,0,0,0,0,4,1,1,0,0,0.35
56,1,0,20,16,20,2,0,0,4,1,1,1,0,0.85
5,0,0,7,6,0,1,0,0,2,1,1,1,0,0.78333336
12,1,0,7,2,0,1,0,0,1,1,1,1,1,0.41666666
11,1,0,8,6,0,1,0,0,1,1,1,0,0,0.6
8,0,0,6,3,2,2,0,0,1,1,1,1,0,0.8833333
10,1,0,7,2,0,0,1,0,1,1,1,1,1,0.35
8,1,0,7,3,0,1,0,0,1,1,1,1,0,0.68333334
15,0,0,12,7,2,0,0,0,3,1,1,1,0,0.85
8,1,0,7,4,0,1,0,0,1,1,1,1,1,0.7033333
8,0,0,7,4,0,1,0,0,1,1,1,1,1,0.41666666
22,1,0,13,8,0,1,0,0,4,1,1,0,1,0.31666666
15,1,0,7,2,0,0,0,0,1,1,1,0,1,0.35
9,1,0,26,26,0,1,0,0,3,1,1,1,1,0.71666664
10,1,0,7,5,2,1,0,0,1,1,1,1,1,0.85
8,1,0,7,4,0,1,0,0,1,1,1,1,0,0.78333336
9,0,0,6,3,0,1,0,0,1,1,1,1,0,0.85
18,1,0,6,5,2,1,0,0,1,1,1,1,0,0.65
51,1,0,19,16,0,1,0,0,2,1,1,1,1,0.71666664
26,1,0,0,-1,0,1,0,0,1,1,1,1,1,0.81666666
16,1,0,12,9,0,1,0,0,3,1,1,1,0,0.85
21,1,0,7,5,0,1,0,0,1,1,1,0,0,0.61
15,1,0,7,2,2,2,0,0,1,1,1,1,1,0.76
16,1,0,7,4,0,1,0,0,1,1,1,1,1,0.78
35,1,0,10,10,0,2,0,0,3,1,1,1,0,0.78333336
10,1,0,0,0,2,2,0,0,0,1,1,1,1,0.5833333
45,1,0,15,14,6,2,0,0,6,1,1,0,1,0.75
16,1,0,8,3,4,0,0,3,3,1,1,1,0,0.71666664
9,1,0,6,1,0,1,0,0,1,1,1,1,1,0.33333334
